Sample	BAM
BA2871_15fdf4c9-7129-41a6-9846-4c4b57a0e7dc.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2871_15fdf4c9-7129-41a6-9846-4c4b57a0e7dc.rna_seq.genomic.gdc_realn.bam']
BA2872_a2d457ea-684d-4dca-b3e1-d156f166ea88.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2872_a2d457ea-684d-4dca-b3e1-d156f166ea88.rna_seq.genomic.gdc_realn.bam']
BA2876_84fa10e1-58aa-4f78-a66a-9249972b3e5d.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2876_84fa10e1-58aa-4f78-a66a-9249972b3e5d.rna_seq.genomic.gdc_realn.bam']
BA2879_2e1a5435-daf9-4c14-a6ee-f9060eb21f8a.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2879_2e1a5435-daf9-4c14-a6ee-f9060eb21f8a.rna_seq.genomic.gdc_realn.bam']
BA2880_9dddd7aa-fedb-46f2-bf41-e3085c5c3a25.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2880_9dddd7aa-fedb-46f2-bf41-e3085c5c3a25.rna_seq.genomic.gdc_realn.bam']
BA2882_8898fc79-41a8-4741-b356-f963c75ff5be.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2882_8898fc79-41a8-4741-b356-f963c75ff5be.rna_seq.genomic.gdc_realn.bam']
BA2883_69511cee-d774-40e2-a5cf-eeb174bfc445.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2883_69511cee-d774-40e2-a5cf-eeb174bfc445.rna_seq.genomic.gdc_realn.bam']
BA2885_cdb80547-3780-416a-997b-aadb3d38bdaa.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2885_cdb80547-3780-416a-997b-aadb3d38bdaa.rna_seq.genomic.gdc_realn.bam']
BA2887_7cb46721-22d6-4798-8a1e-bcaa4c4673f9.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2887_7cb46721-22d6-4798-8a1e-bcaa4c4673f9.rna_seq.genomic.gdc_realn.bam']
BA2889_51d53f3b-abea-4f87-a4a0-1afaaac5474a.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2889_51d53f3b-abea-4f87-a4a0-1afaaac5474a.rna_seq.genomic.gdc_realn.bam']
BA2891_0c6affa5-67d6-4e7d-8462-93b0a8c54132.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2891_0c6affa5-67d6-4e7d-8462-93b0a8c54132.rna_seq.genomic.gdc_realn.bam']
BA2893_fd2a82c7-bd47-47fa-860d-b3975a141b12.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2893_fd2a82c7-bd47-47fa-860d-b3975a141b12.rna_seq.genomic.gdc_realn.bam']
BA2898_2b8f71c3-3964-4165-a3be-f4c57543f8da.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2898_2b8f71c3-3964-4165-a3be-f4c57543f8da.rna_seq.genomic.gdc_realn.bam']
BA2901_028688dc-e6c3-495e-bf70-76c9ce1c0fc2.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2901_028688dc-e6c3-495e-bf70-76c9ce1c0fc2.rna_seq.genomic.gdc_realn.bam']
BA2902_9b766ab7-2142-4356-8632-e71c826a61f3.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2902_9b766ab7-2142-4356-8632-e71c826a61f3.rna_seq.genomic.gdc_realn.bam']
BA2903_b9e39725-4144-4e1e-bb65-8b3cbf42131a.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2903_b9e39725-4144-4e1e-bb65-8b3cbf42131a.rna_seq.genomic.gdc_realn.bam']
BA2904_294cac46-bf57-4b6d-ab42-63005bf886d3.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2904_294cac46-bf57-4b6d-ab42-63005bf886d3.rna_seq.genomic.gdc_realn.bam']
BA2905_301aced6-60a4-46ec-a1c1-f3dc4924d8d8.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2905_301aced6-60a4-46ec-a1c1-f3dc4924d8d8.rna_seq.genomic.gdc_realn.bam']
BA2906_2cc80bac-b0d0-4e0c-9646-d0d6e4ff890f.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2906_2cc80bac-b0d0-4e0c-9646-d0d6e4ff890f.rna_seq.genomic.gdc_realn.bam']
BA2908_eb12eeaf-cb67-401d-9545-348690b0adff.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2908_eb12eeaf-cb67-401d-9545-348690b0adff.rna_seq.genomic.gdc_realn.bam']
BA2909_b3ed8d18-c45d-4216-b41c-700137366c13.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2909_b3ed8d18-c45d-4216-b41c-700137366c13.rna_seq.genomic.gdc_realn.bam']
BA2910_b88eee4c-eac6-4389-861e-a218e1dbf839.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2910_b88eee4c-eac6-4389-861e-a218e1dbf839.rna_seq.genomic.gdc_realn.bam']
BA2911_27731f20-5f62-45a9-a8ef-53b106915c3a.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2911_27731f20-5f62-45a9-a8ef-53b106915c3a.rna_seq.genomic.gdc_realn.bam']
BA2912_f7434424-7217-440a-be88-0fc25c725bfc.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2912_f7434424-7217-440a-be88-0fc25c725bfc.rna_seq.genomic.gdc_realn.bam']
BA2914_53c34b0a-283c-47c0-a6ca-7d02bfe9f59b.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2914_53c34b0a-283c-47c0-a6ca-7d02bfe9f59b.rna_seq.genomic.gdc_realn.bam']
BA2915_5ce7801a-d9e4-405a-9cc8-90a600b34819.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2915_5ce7801a-d9e4-405a-9cc8-90a600b34819.rna_seq.genomic.gdc_realn.bam']
BA2921_dd44c20c-a1d7-43ca-a89e-a86d90ac5067.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2921_dd44c20c-a1d7-43ca-a89e-a86d90ac5067.rna_seq.genomic.gdc_realn.bam']
BA2922_cea53e1a-ff9b-474f-9e62-ae669cc8f8d5.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2922_cea53e1a-ff9b-474f-9e62-ae669cc8f8d5.rna_seq.genomic.gdc_realn.bam']
BA2923_9fcbc57a-ae11-4040-b729-d1413142a01b.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2923_9fcbc57a-ae11-4040-b729-d1413142a01b.rna_seq.genomic.gdc_realn.bam']
BA2926_4cd7b3b8-68c3-4db0-ad96-3710f47b4ab8.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2926_4cd7b3b8-68c3-4db0-ad96-3710f47b4ab8.rna_seq.genomic.gdc_realn.bam']
BA2928_5db4b5cc-a433-41a9-9089-14357ac56859.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2928_5db4b5cc-a433-41a9-9089-14357ac56859.rna_seq.genomic.gdc_realn.bam']
BA2930_38a4f6d2-4603-496d-8a34-711cad5b2771.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2930_38a4f6d2-4603-496d-8a34-711cad5b2771.rna_seq.genomic.gdc_realn.bam']
BA2931_401b485e-bf09-4d8c-a1a5-ed81754ba0f5.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2931_401b485e-bf09-4d8c-a1a5-ed81754ba0f5.rna_seq.genomic.gdc_realn.bam']
BA2932_07bfb484-7d45-4592-bd09-549da78b8bf6.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2932_07bfb484-7d45-4592-bd09-549da78b8bf6.rna_seq.genomic.gdc_realn.bam']
BA2934_99e549ff-ca74-4561-a91a-87c013afe2bf.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2934_99e549ff-ca74-4561-a91a-87c013afe2bf.rna_seq.genomic.gdc_realn.bam']
BA2935_f38e125e-e45b-4f27-a829-3a090b9f0e75.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2935_f38e125e-e45b-4f27-a829-3a090b9f0e75.rna_seq.genomic.gdc_realn.bam']
BA2937_1b422590-39c5-455e-a86f-144b3c0759c3.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2937_1b422590-39c5-455e-a86f-144b3c0759c3.rna_seq.genomic.gdc_realn.bam']
BA2939_80b7b852-d012-44f3-bfa9-7469d77989f6.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2939_80b7b852-d012-44f3-bfa9-7469d77989f6.rna_seq.genomic.gdc_realn.bam']
BA2944_567d167d-547c-4b21-8397-8bc690a45b23.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2944_567d167d-547c-4b21-8397-8bc690a45b23.rna_seq.genomic.gdc_realn.bam']
BA2947_3ade88cc-64e3-4840-b55b-845f851078b1.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2947_3ade88cc-64e3-4840-b55b-845f851078b1.rna_seq.genomic.gdc_realn.bam']
BA2948_33d9a6d6-1325-48e3-ad7b-a0782af2d2c7.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2948_33d9a6d6-1325-48e3-ad7b-a0782af2d2c7.rna_seq.genomic.gdc_realn.bam']
BA2950_5ead07d1-f0d8-43b0-bbae-69317b6a5241.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2950_5ead07d1-f0d8-43b0-bbae-69317b6a5241.rna_seq.genomic.gdc_realn.bam']
BA2951_41e1846a-e6f8-496a-942f-31dc5c86984b.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2951_41e1846a-e6f8-496a-942f-31dc5c86984b.rna_seq.genomic.gdc_realn.bam']
BA2952_ae7cbc7d-afff-40c6-a26f-a8230317ade9.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2952_ae7cbc7d-afff-40c6-a26f-a8230317ade9.rna_seq.genomic.gdc_realn.bam']
BA2953_6f38b9ea-fc73-4edc-833d-0a4e4d687797.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2953_6f38b9ea-fc73-4edc-833d-0a4e4d687797.rna_seq.genomic.gdc_realn.bam']
BA2955_fa14684f-8342-4863-8d4f-933a0254c6a5.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2955_fa14684f-8342-4863-8d4f-933a0254c6a5.rna_seq.genomic.gdc_realn.bam']
BA2956_64ec1993-1543-4c61-ada2-3cc6598d82ac.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2956_64ec1993-1543-4c61-ada2-3cc6598d82ac.rna_seq.genomic.gdc_realn.bam']
BA2962_90b3743d-6eb0-447c-9ab8-05b6f042ad2a.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2962_90b3743d-6eb0-447c-9ab8-05b6f042ad2a.rna_seq.genomic.gdc_realn.bam']
BA2964_d3b8ccf3-8826-4413-8411-68eedd8f9066.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2964_d3b8ccf3-8826-4413-8411-68eedd8f9066.rna_seq.genomic.gdc_realn.bam']
BA2970_cd6e8223-677a-48d2-b8dc-f11435214a78.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2970_cd6e8223-677a-48d2-b8dc-f11435214a78.rna_seq.genomic.gdc_realn.bam']
BA2972_9d526a30-5492-4361-bc7e-e54bf5eb4e40.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2972_9d526a30-5492-4361-bc7e-e54bf5eb4e40.rna_seq.genomic.gdc_realn.bam']
BA2973_584b8168-034d-4e8a-9c4f-db42a6969c66.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2973_584b8168-034d-4e8a-9c4f-db42a6969c66.rna_seq.genomic.gdc_realn.bam']
BA2976_44aad345-ab65-48a7-8986-8e567b032db1.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2976_44aad345-ab65-48a7-8986-8e567b032db1.rna_seq.genomic.gdc_realn.bam']
BA2978_4743b9b5-1267-4f56-b023-fe4c428a9295.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2978_4743b9b5-1267-4f56-b023-fe4c428a9295.rna_seq.genomic.gdc_realn.bam']
BA2981_bfdd0e4d-4da4-4fa7-97f5-712bd0db720d.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2981_bfdd0e4d-4da4-4fa7-97f5-712bd0db720d.rna_seq.genomic.gdc_realn.bam']
BA2984_185621fc-8f84-49b9-a5bc-c57ca9babe73.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2984_185621fc-8f84-49b9-a5bc-c57ca9babe73.rna_seq.genomic.gdc_realn.bam']
BA2986_2eb25e5e-ee51-4037-9c85-893e45db4e51.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2986_2eb25e5e-ee51-4037-9c85-893e45db4e51.rna_seq.genomic.gdc_realn.bam']
BA2989_bd7ccd28-a66f-4146-b679-9996920786c5.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2989_bd7ccd28-a66f-4146-b679-9996920786c5.rna_seq.genomic.gdc_realn.bam']
BA2992_1fbe255c-b962-4b1a-a868-426d6daf7e63.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2992_1fbe255c-b962-4b1a-a868-426d6daf7e63.rna_seq.genomic.gdc_realn.bam']
BA2993_67faebc1-f13e-42f5-b3d6-6c31758ea770.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2993_67faebc1-f13e-42f5-b3d6-6c31758ea770.rna_seq.genomic.gdc_realn.bam']
BA2994_7f22714a-a067-4e03-82dd-0afa00e06b39.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2994_7f22714a-a067-4e03-82dd-0afa00e06b39.rna_seq.genomic.gdc_realn.bam']
BA2995_05940002-ce34-4e42-87a0-37793f92faf1.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2995_05940002-ce34-4e42-87a0-37793f92faf1.rna_seq.genomic.gdc_realn.bam']
BA2999_97a53247-7024-4bfd-acc6-9c823cc789e6.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA2999_97a53247-7024-4bfd-acc6-9c823cc789e6.rna_seq.genomic.gdc_realn.bam']
BA3001_b798e722-bd84-4543-98c3-76b8d999a8f1.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA3001_b798e722-bd84-4543-98c3-76b8d999a8f1.rna_seq.genomic.gdc_realn.bam']
BA3002_e5f1eb13-6b9c-4ba1-83aa-b7b83eaf018b.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA3002_e5f1eb13-6b9c-4ba1-83aa-b7b83eaf018b.rna_seq.genomic.gdc_realn.bam']
BA3003_123f747f-8f81-44c6-a1ed-9b4fa0a19e56.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA3003_123f747f-8f81-44c6-a1ed-9b4fa0a19e56.rna_seq.genomic.gdc_realn.bam']
BA3004_db127f1c-35f7-453b-af4e-8988bde346f3.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA3004_db127f1c-35f7-453b-af4e-8988bde346f3.rna_seq.genomic.gdc_realn.bam']
BA3006_c5a1816c-960e-4bb1-8cc2-7782deda5ae6.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA3006_c5a1816c-960e-4bb1-8cc2-7782deda5ae6.rna_seq.genomic.gdc_realn.bam']
BA3008_386e471b-1919-4efc-91c5-a0a7c633e48c.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA3008_386e471b-1919-4efc-91c5-a0a7c633e48c.rna_seq.genomic.gdc_realn.bam']
BA3009_1ed6d562-57a1-41fd-b210-f342f7cc62a8.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA3009_1ed6d562-57a1-41fd-b210-f342f7cc62a8.rna_seq.genomic.gdc_realn.bam']
BA3010_d3382a58-6a11-4c0b-86a4-ce566ed2ef62.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA3010_d3382a58-6a11-4c0b-86a4-ce566ed2ef62.rna_seq.genomic.gdc_realn.bam']
BA3011_73ebb376-517d-43fb-aa11-a6361a4571eb.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA3011_73ebb376-517d-43fb-aa11-a6361a4571eb.rna_seq.genomic.gdc_realn.bam']
BA3013_4897a57f-5cd2-4886-a502-eab169f81bdf.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA3013_4897a57f-5cd2-4886-a502-eab169f81bdf.rna_seq.genomic.gdc_realn.bam']
BA3023_5f935147-0ecf-4af9-a92f-9c9ee30915ef.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA3023_5f935147-0ecf-4af9-a92f-9c9ee30915ef.rna_seq.genomic.gdc_realn.bam']
BA3025_90e79303-22a7-4c03-ad58-a41af7af237e.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA3025_90e79303-22a7-4c03-ad58-a41af7af237e.rna_seq.genomic.gdc_realn.bam']
BA3027_b4f260c3-0dd4-4a50-93a3-62caa7a6e4ab.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA3027_b4f260c3-0dd4-4a50-93a3-62caa7a6e4ab.rna_seq.genomic.gdc_realn.bam']
BA3029_5ac9cd82-f93d-4586-bb67-dd9e0c7177ec.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA3029_5ac9cd82-f93d-4586-bb67-dd9e0c7177ec.rna_seq.genomic.gdc_realn.bam']
BA3030_e29e4658-511f-4574-b137-d3cb6b96c83c.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA3030_e29e4658-511f-4574-b137-d3cb6b96c83c.rna_seq.genomic.gdc_realn.bam']
BA3034_fae6404d-68c4-4e13-ade2-dc0908f2c074.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA3034_fae6404d-68c4-4e13-ade2-dc0908f2c074.rna_seq.genomic.gdc_realn.bam']
BA3037_3190b19b-dc0b-43c0-b948-355367b1037a.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA3037_3190b19b-dc0b-43c0-b948-355367b1037a.rna_seq.genomic.gdc_realn.bam']
BA3038_ff47b242-3872-4071-9196-a123743dde18.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA3038_ff47b242-3872-4071-9196-a123743dde18.rna_seq.genomic.gdc_realn.bam']
BA3040_f486abd3-1730-4ec8-b8ed-024061cfd88a.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA3040_f486abd3-1730-4ec8-b8ed-024061cfd88a.rna_seq.genomic.gdc_realn.bam']
BA3042_5a897c44-c24b-481a-8dba-7b3241c2764a.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA3042_5a897c44-c24b-481a-8dba-7b3241c2764a.rna_seq.genomic.gdc_realn.bam']
BA3043_eb2ff45d-d96c-4c2d-81bb-c4024b0d2b74.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA3043_eb2ff45d-d96c-4c2d-81bb-c4024b0d2b74.rna_seq.genomic.gdc_realn.bam']
BA3049_df2f87c9-e199-4abe-9285-7a10afa8034a.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA3049_df2f87c9-e199-4abe-9285-7a10afa8034a.rna_seq.genomic.gdc_realn.bam']
BA3051_e6cb28c4-1cef-4dea-a354-446c1e154d96.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA3051_e6cb28c4-1cef-4dea-a354-446c1e154d96.rna_seq.genomic.gdc_realn.bam']
BA3053_5fa75ef0-d349-4e71-9dda-2381c8ecb1cb.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA3053_5fa75ef0-d349-4e71-9dda-2381c8ecb1cb.rna_seq.genomic.gdc_realn.bam']
BA3059_fa061c06-692c-4ca4-a3a3-d2d9fc7609d7.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA3059_fa061c06-692c-4ca4-a3a3-d2d9fc7609d7.rna_seq.genomic.gdc_realn.bam']
BA3064_dc10e414-493b-4a39-b803-69668611687b.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA3064_dc10e414-493b-4a39-b803-69668611687b.rna_seq.genomic.gdc_realn.bam']
BA3067_7107a3ac-3837-4ac1-951b-fbc41b7a4f49.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA3067_7107a3ac-3837-4ac1-951b-fbc41b7a4f49.rna_seq.genomic.gdc_realn.bam']
BA3068_b6f0f87b-1a90-448b-8ecf-acf53764b7d4.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA3068_b6f0f87b-1a90-448b-8ecf-acf53764b7d4.rna_seq.genomic.gdc_realn.bam']
BA3070_2827cb79-8fe5-479c-8506-0050a93ab4e5.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA3070_2827cb79-8fe5-479c-8506-0050a93ab4e5.rna_seq.genomic.gdc_realn.bam']
BA3071_34955405-e518-44b2-b1dd-56187eb394db.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA3071_34955405-e518-44b2-b1dd-56187eb394db.rna_seq.genomic.gdc_realn.bam']
BA3072_ddb10fb4-be78-44dc-907e-0f8033eb32a1.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA3072_ddb10fb4-be78-44dc-907e-0f8033eb32a1.rna_seq.genomic.gdc_realn.bam']
BA3073_b6fb3808-65a8-46ed-8937-94cd3deb52e8.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA3073_b6fb3808-65a8-46ed-8937-94cd3deb52e8.rna_seq.genomic.gdc_realn.bam']
BA3075_4b359266-7f3d-4b6b-8485-e5c6e7699bf8.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA3075_4b359266-7f3d-4b6b-8485-e5c6e7699bf8.rna_seq.genomic.gdc_realn.bam']
BA3076_f5261fb6-a5f4-416c-9696-0a2413efbff0.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA3076_f5261fb6-a5f4-416c-9696-0a2413efbff0.rna_seq.genomic.gdc_realn.bam']
BA3077_4be224f0-663d-4bfe-b10d-dcb048ae141a.rna_seq.genomic.gdc_realn	['s3://fh-pi-meshinchi-s/SR/BEAT_AML/BAM/BA3077_4be224f0-663d-4bfe-b10d-dcb048ae141a.rna_seq.genomic.gdc_realn.bam']
